scenario_id,configuration,violation_type,source,difficulty,expansion_mode,exec,trig,rem,c_road,c_env,c_role,c_lane,c_action,c_auto,c_noctrl,c_context,ms
NHTSA_SPD_0341,w/o Community,Speeding,NHTSA-derived,coarse,normal,0,0,0,,,,,,,,,
NHTSA_SPD_0336,w/o Community,Speeding,NHTSA-derived,coarse,normal,1,1,0,0,0,0,0,0,1,1,0,0.22
NHTSA_SPD_0118,w/o Community,Speeding,NHTSA-derived,coarse,normal,1,1,0,0,0,0,0,0,1,1,0,0.22
NHTSA_SPD_0064,w/o Community,Speeding,NHTSA-derived,coarse,normal,0,0,1,,,,,,,,,
NHTSA_SPD_0051,w/o Community,Speeding,NHTSA-derived,coarse,normal,0,0,0,,,,,,,,,
NHTSA_SPD_0001,w/o Community,Speeding,NHTSA-derived,coarse,normal,0,0,1,,,,,,,,,
NHTSA_SPD_0076,w/o Community,Speeding,NHTSA-derived,coarse,normal,1,0,0,0,0,0,0,0,1,1,0,0.22
NHTSA_SPD_0035,w/o Community,Speeding,NHTSA-derived,coarse,normal,1,1,1,1,1,1,1,1,1,1,0,0.9600000000000001
NHTSA_FSD_0119,w/o Community,Failure to maintain safe following distance,NHTSA-derived,coarse,normal,0,0,1,,,,,,,,,
NHTSA_FSD_0042,w/o Community,Failure to maintain safe following distance,NHTSA-derived,coarse,normal,1,1,0,0,0,0,0,0,1,1,0,0.22
NHTSA_FSD_0152,w/o Community,Failure to maintain safe following distance,NHTSA-derived,coarse,normal,1,1,0,0,0,0,0,0,1,1,0,0.22
SYNTH_FSD_0086,w/o Community,Failure to maintain safe following distance,synthetic-topology-extension,fine,normal,0,0,1,,,,,,,,,
NHTSA_FSD_0217,w/o Community,Failure to maintain safe following distance,NHTSA-derived,coarse,normal,0,0,1,,,,,,,,,
NHTSA_FSD_0099,w/o Community,Failure to maintain safe following distance,NHTSA-derived,coarse,normal,0,0,1,,,,,,,,,
NHTSA_FSD_0100,w/o Community,Failure to maintain safe following distance,NHTSA-derived,coarse,normal,0,0,1,,,,,,,,,
NHTSA_FSD_0127,w/o Community,Failure to maintain safe following distance,NHTSA-derived,coarse,normal,1,0,0,0,0,0,0,0,1,1,0,0.22
NHTSA_FSD_0073,w/o Community,Failure to maintain safe following distance,NHTSA-derived,coarse,normal,0,0,0,,,,,,,,,
SYNTH_FSD_0055,w/o Community,Failure to maintain safe following distance,synthetic-topology-extension,fine,fallback,1,0,1,1,1,1,1,1,1,1,0,0.9600000000000001
SYNTH_FSD_0026,w/o Community,Failure to maintain safe following distance,synthetic-topology-extension,fine,normal,0,0,1,,,,,,,,,
NHTSA_FSD_0148,w/o Community,Failure to maintain safe following distance,NHTSA-derived,coarse,normal,0,0,0,,,,,,,,,
NHTSA_FSD_0062,w/o Community,Failure to maintain safe following distance,NHTSA-derived,coarse,normal,1,1,1,1,1,1,1,1,1,1,0,0.9600000000000001
SYNTH_FSD_0075,w/o Community,Failure to maintain safe following distance,synthetic-topology-extension,fine,normal,1,1,0,1,1,1,1,1,1,1,0,0.9600000000000001
NHTSA_FSD_0137,w/o Community,Failure to maintain safe following distance,NHTSA-derived,coarse,normal,0,0,0,,,,,,,,,
NHTSA_FSD_0145,w/o Community,Failure to maintain safe following distance,NHTSA-derived,coarse,normal,1,1,1,1,1,1,1,1,1,1,0,0.9600000000000001
NHTSA_FSD_0143,w/o Community,Failure to maintain safe following distance,NHTSA-derived,coarse,normal,0,0,1,,,,,,,,,
SYNTH_FSD_0088,w/o Community,Failure to maintain safe following distance,synthetic-topology-extension,fine,normal,1,1,1,1,1,1,1,1,1,1,0,0.9600000000000001
NHTSA_FSD_0141,w/o Community,Failure to maintain safe following distance,NHTSA-derived,coarse,normal,0,0,1,,,,,,,,,
NHTSA_FSD_0156,w/o Community,Failure to maintain safe following distance,NHTSA-derived,coarse,normal,1,0,1,1,1,1,1,1,1,1,0,0.9600000000000001
NHTSA_FSD_0097,w/o Community,Failure to maintain safe following distance,NHTSA-derived,coarse,normal,0,0,0,,,,,,,,,
NHTSA_FSD_0121,w/o Community,Failure to maintain safe following distance,NHTSA-derived,coarse,normal,1,1,1,1,1,1,1,1,1,1,0,0.9600000000000001
SYNTH_FSD_0034,w/o Community,Failure to maintain safe following distance,synthetic-topology-extension,fine,normal,0,0,1,,,,,,,,,
NHTSA_FSD_0295,w/o Community,Failure to maintain safe following distance,NHTSA-derived,coarse,normal,1,1,1,1,1,1,1,1,1,1,0,0.9600000000000001
NHTSA_FSD_0171,w/o Community,Failure to maintain safe following distance,NHTSA-derived,coarse,normal,1,0,1,1,1,1,1,1,1,1,0,0.9600000000000001
NHTSA_FSD_0168,w/o Community,Failure to maintain safe following distance,NHTSA-derived,coarse,normal,1,1,0,1,1,1,1,1,1,1,0,0.9600000000000001
NHTSA_FSD_0179,w/o Community,Failure to maintain safe following distance,NHTSA-derived,coarse,normal,1,1,1,1,1,1,1,1,1,1,0,0.9600000000000001
NHTSA_FSD_0247,w/o Community,Failure to maintain safe following distance,NHTSA-derived,coarse,normal,1,1,1,1,1,1,1,1,1,1,0,0.9600000000000001
NHTSA_FSD_0108,w/o Community,Failure to maintain safe following distance,NHTSA-derived,coarse,normal,1,0,1,1,1,1,1,1,1,1,0,0.9600000000000001
SYNTH_FSD_0032,w/o Community,Failure to maintain safe following distance,synthetic-topology-extension,fine,normal,1,1,1,1,1,1,1,1,1,1,0,0.9600000000000001
SYNTH_FSD_0007,w/o Community,Failure to maintain safe following distance,synthetic-topology-extension,fine,fallback,0,0,1,,,,,,,,,
NHTSA_FSD_0111,w/o Community,Failure to maintain safe following distance,NHTSA-derived,coarse,normal,1,0,1,1,1,1,1,1,1,1,0,0.9600000000000001
SYNTH_FSD_0062,w/o Community,Failure to maintain safe following distance,synthetic-topology-extension,fine,normal,0,0,1,,,,,,,,,
SYNTH_FSD_0024,w/o Community,Failure to maintain safe following distance,synthetic-topology-extension,fine,normal,0,0,1,,,,,,,,,
NHTSA_FSD_0057,w/o Community,Failure to maintain safe following distance,NHTSA-derived,coarse,normal,0,0,0,,,,,,,,,
NHTSA_FSD_0236,w/o Community,Failure to maintain safe following distance,NHTSA-derived,coarse,normal,1,1,1,1,1,1,1,1,1,1,0,0.9600000000000001
NHTSA_FSD_0230,w/o Community,Failure to maintain safe following distance,NHTSA-derived,coarse,normal,0,0,0,,,,,,,,,
NHTSA_FSD_0089,w/o Community,Failure to maintain safe following distance,NHTSA-derived,coarse,normal,1,1,1,1,1,1,1,1,1,1,0,0.9600000000000001
SYNTH_FSD_0022,w/o Community,Failure to maintain safe following distance,synthetic-topology-extension,fine,normal,0,0,1,,,,,,,,,
NHTSA_FSD_0003,w/o Community,Failure to maintain safe following distance,NHTSA-derived,coarse,normal,0,0,1,,,,,,,,,
NHTSA_FSD_0035,w/o Community,Failure to maintain safe following distance,NHTSA-derived,coarse,normal,0,0,1,,,,,,,,,
SYNTH_FSD_0008,w/o Community,Failure to maintain safe following distance,synthetic-topology-extension,fine,normal,1,1,1,1,1,1,1,1,1,1,0,0.9600000000000001
NHTSA_FSD_0279,w/o Community,Failure to maintain safe following distance,NHTSA-derived,coarse,normal,0,0,1,,,,,,,,,
SYNTH_FSD_0038,w/o Community,Failure to maintain safe following distance,synthetic-topology-extension,fine,normal,1,0,1,1,1,1,1,1,1,1,0,0.9600000000000001
NHTSA_FSD_0044,w/o Community,Failure to maintain safe following distance,NHTSA-derived,coarse,normal,1,1,1,1,1,1,1,1,1,1,0,0.9600000000000001
NHTSA_FSD_0134,w/o Community,Failure to maintain safe following distance,NHTSA-derived,coarse,normal,0,0,1,,,,,,,,,
NHTSA_FSD_0274,w/o Community,Failure to maintain safe following distance,NHTSA-derived,coarse,normal,0,0,1,,,,,,,,,
SYNTH_FSD_0083,w/o Community,Failure to maintain safe following distance,synthetic-topology-extension,fine,normal,0,0,1,,,,,,,,,
SYNTH_FSD_0025,w/o Community,Failure to maintain safe following distance,synthetic-topology-extension,fine,normal,0,0,1,,,,,,,,,
NHTSA_FSD_0080,w/o Community,Failure to maintain safe following distance,NHTSA-derived,coarse,normal,1,0,1,1,1,1,1,1,1,1,0,0.9600000000000001
NHTSA_FSD_0023,w/o Community,Failure to maintain safe following distance,NHTSA-derived,coarse,normal,0,0,0,,,,,,,,,
NHTSA_FSD_0027,w/o Community,Failure to maintain safe following distance,NHTSA-derived,coarse,fallback,1,0,0,0,0,0,0,0,1,1,0,0.22
SYNTH_FSD_0016,w/o Community,Failure to maintain safe following distance,synthetic-topology-extension,fine,normal,0,0,0,,,,,,,,,
NHTSA_FSD_0125,w/o Community,Failure to maintain safe following distance,NHTSA-derived,coarse,normal,0,0,0,,,,,,,,,
NHTSA_FSD_0053,w/o Community,Failure to maintain safe following distance,NHTSA-derived,coarse,normal,1,0,1,1,1,1,1,1,1,1,0,0.9600000000000001
SYNTH_FSD_0100,w/o Community,Failure to maintain safe following distance,synthetic-topology-extension,fine,normal,1,1,1,1,1,1,1,1,1,1,0,0.9600000000000001
NHTSA_FSD_0299,w/o Community,Failure to maintain safe following distance,NHTSA-derived,coarse,normal,0,0,0,,,,,,,,,
NHTSA_FSD_0272,w/o Community,Failure to maintain safe following distance,NHTSA-derived,coarse,normal,0,0,1,,,,,,,,,
NHTSA_FSD_0039,w/o Community,Failure to maintain safe following distance,NHTSA-derived,coarse,normal,0,0,0,,,,,,,,,
NHTSA_FSD_0110,w/o Community,Failure to maintain safe following distance,NHTSA-derived,coarse,normal,0,0,1,,,,,,,,,
NHTSA_WWD_0006,w/o Community,Wrong-way driving,NHTSA-derived,coarse,normal,0,0,1,,,,,,,,,
NHTSA_WWD_0056,w/o Community,Wrong-way driving,NHTSA-derived,coarse,normal,1,0,1,1,1,1,1,1,1,1,0,0.9600000000000001
NHTSA_WWD_0053,w/o Community,Wrong-way driving,NHTSA-derived,coarse,normal,0,0,1,,,,,,,,,
NHTSA_WWD_0081,w/o Community,Wrong-way driving,NHTSA-derived,coarse,normal,1,0,1,1,1,1,1,1,1,1,0,0.9600000000000001
NHTSA_WWD_0033,w/o Community,Wrong-way driving,NHTSA-derived,coarse,normal,1,1,0,1,1,1,1,1,1,1,0,0.9600000000000001
NHTSA_WWD_0035,w/o Community,Wrong-way driving,NHTSA-derived,coarse,normal,1,1,0,0,0,0,0,1,1,1,0,0.33999999999999997
NHTSA_WWD_0008,w/o Community,Wrong-way driving,NHTSA-derived,coarse,normal,1,1,1,1,1,1,1,1,1,1,0,0.9600000000000001
NHTSA_WWD_0075,w/o Community,Wrong-way driving,NHTSA-derived,coarse,normal,0,0,1,,,,,,,,,
NHTSA_WWD_0044,w/o Community,Wrong-way driving,NHTSA-derived,coarse,normal,0,0,1,,,,,,,,,
NHTSA_WWD_0061,w/o Community,Wrong-way driving,NHTSA-derived,coarse,normal,0,0,1,,,,,,,,,
NHTSA_WWD_0051,w/o Community,Wrong-way driving,NHTSA-derived,coarse,normal,0,0,1,,,,,,,,,
NHTSA_WWD_0082,w/o Community,Wrong-way driving,NHTSA-derived,coarse,normal,0,0,1,,,,,,,,,
SYNTH_WWD_0003,w/o Community,Wrong-way driving,synthetic-topology-extension,fine,fallback,1,0,1,1,1,1,1,1,1,1,0,0.9600000000000001
SYNTH_WWD_0041,w/o Community,Wrong-way driving,synthetic-topology-extension,fine,normal,1,1,1,1,1,1,1,1,1,1,0,0.9600000000000001
NHTSA_WWD_0040,w/o Community,Wrong-way driving,NHTSA-derived,coarse,normal,1,1,1,1,1,1,1,1,1,1,0,0.9600000000000001
SYNTH_WWD_0057,w/o Community,Wrong-way driving,synthetic-topology-extension,fine,normal,1,0,1,1,1,1,1,1,1,1,0,0.9600000000000001
NHTSA_WWD_0013,w/o Community,Wrong-way driving,NHTSA-derived,coarse,normal,0,0,0,,,,,,,,,
NHTSA_WWD_0041,w/o Community,Wrong-way driving,NHTSA-derived,coarse,normal,1,1,1,1,1,1,1,1,1,1,0,0.9600000000000001
NHTSA_WWD_0071,w/o Community,Wrong-way driving,NHTSA-derived,coarse,normal,1,1,1,1,1,1,1,1,1,1,0,0.9600000000000001
NHTSA_WWD_0020,w/o Community,Wrong-way driving,NHTSA-derived,coarse,normal,0,0,1,,,,,,,,,
SYNTH_WWD_0051,w/o Community,Wrong-way driving,synthetic-topology-extension,fine,normal,0,0,1,,,,,,,,,
NHTSA_WWD_0059,w/o Community,Wrong-way driving,NHTSA-derived,coarse,normal,0,0,1,,,,,,,,,
NHTSA_WWD_0062,w/o Community,Wrong-way driving,NHTSA-derived,coarse,normal,0,0,1,,,,,,,,,
SYNTH_WWD_0025,w/o Community,Wrong-way driving,synthetic-topology-extension,fine,normal,0,0,1,,,,,,,,,
NHTSA_WWD_0069,w/o Community,Wrong-way driving,NHTSA-derived,coarse,normal,1,0,1,1,1,1,1,1,1,1,0,0.9600000000000001
SYNTH_WWD_0035,w/o Community,Wrong-way driving,synthetic-topology-extension,fine,normal,0,0,0,,,,,,,,,
NHTSA_WWD_0019,w/o Community,Wrong-way driving,NHTSA-derived,coarse,normal,1,0,1,1,1,1,1,1,1,1,0,0.9600000000000001
SYNTH_WWD_0001,w/o Community,Wrong-way driving,synthetic-topology-extension,fine,normal,1,0,0,0,0,0,0,0,1,1,0,0.22
NHTSA_WWD_0025,w/o Community,Wrong-way driving,NHTSA-derived,coarse,normal,0,0,1,,,,,,,,,
NHTSA_WWD_0018,w/o Community,Wrong-way driving,NHTSA-derived,coarse,normal,0,0,1,,,,,,,,,
NHTSA_WWD_0029,w/o Community,Wrong-way driving,NHTSA-derived,coarse,normal,0,0,0,,,,,,,,,
SYNTH_WWD_0012,w/o Community,Wrong-way driving,synthetic-topology-extension,fine,normal,1,1,1,1,1,1,1,1,1,1,0,0.9600000000000001
SYNTH_WWD_0047,w/o Community,Wrong-way driving,synthetic-topology-extension,fine,normal,0,0,0,,,,,,,,,
SYNTH_WWD_0033,w/o Community,Wrong-way driving,synthetic-topology-extension,fine,fallback,0,0,1,,,,,,,,,
NHTSA_WWD_0012,w/o Community,Wrong-way driving,NHTSA-derived,coarse,normal,0,0,0,,,,,,,,,
SYNTH_WWD_0038,w/o Community,Wrong-way driving,synthetic-topology-extension,fine,normal,0,0,0,,,,,,,,,
NHTSA_WWD_0037,w/o Community,Wrong-way driving,NHTSA-derived,coarse,normal,1,1,1,1,1,1,1,1,1,1,0,0.9600000000000001
SYNTH_WWD_0052,w/o Community,Wrong-way driving,synthetic-topology-extension,fine,normal,0,0,1,,,,,,,,,
NHTSA_WWD_0026,w/o Community,Wrong-way driving,NHTSA-derived,coarse,normal,0,0,0,,,,,,,,,
NHTSA_WWD_0058,w/o Community,Wrong-way driving,NHTSA-derived,coarse,normal,1,1,1,1,1,1,1,1,1,1,0,0.9600000000000001
NHTSA_WWD_0054,w/o Community,Wrong-way driving,NHTSA-derived,coarse,normal,1,0,1,1,1,1,1,1,1,1,0,0.9600000000000001
NHTSA_WWD_0074,w/o Community,Wrong-way driving,NHTSA-derived,coarse,normal,0,0,1,,,,,,,,,
SYNTH_WWD_0020,w/o Community,Wrong-way driving,synthetic-topology-extension,fine,normal,0,0,0,,,,,,,,,
SYNTH_WWD_0006,w/o Community,Wrong-way driving,synthetic-topology-extension,fine,normal,0,0,1,,,,,,,,,
SYNTH_WWD_0013,w/o Community,Wrong-way driving,synthetic-topology-extension,fine,normal,1,0,1,1,1,1,1,1,1,1,0,0.9600000000000001
SYNTH_WWD_0004,w/o Community,Wrong-way driving,synthetic-topology-extension,fine,normal,0,0,0,,,,,,,,,
NHTSA_WWD_0021,w/o Community,Wrong-way driving,NHTSA-derived,coarse,normal,1,1,1,1,1,1,1,1,1,1,0,0.9600000000000001
SYNTH_WWD_0011,w/o Community,Wrong-way driving,synthetic-topology-extension,fine,normal,1,0,1,1,1,1,1,1,1,1,0,0.9600000000000001
NHTSA_WWD_0078,w/o Community,Wrong-way driving,NHTSA-derived,coarse,normal,1,1,1,1,1,1,1,1,1,1,0,0.9600000000000001
SYNTH_WWD_0015,w/o Community,Wrong-way driving,synthetic-topology-extension,fine,normal,1,0,1,1,1,1,1,1,1,1,0,0.9600000000000001
SYNTH_WWD_0017,w/o Community,Wrong-way driving,synthetic-topology-extension,fine,normal,1,0,0,0,0,0,0,0,1,1,0,0.22
NHTSA_WWD_0023,w/o Community,Wrong-way driving,NHTSA-derived,coarse,normal,1,1,1,1,1,1,1,1,1,1,0,0.9600000000000001
NHTSA_WWD_0066,w/o Community,Wrong-way driving,NHTSA-derived,coarse,normal,0,0,1,,,,,,,,,
NHTSA_WWD_0060,w/o Community,Wrong-way driving,NHTSA-derived,coarse,normal,0,0,1,,,,,,,,,
NHTSA_WWD_0015,w/o Community,Wrong-way driving,NHTSA-derived,coarse,fallback,1,1,0,0,0,0,0,0,1,1,0,0.22
NHTSA_WWD_0063,w/o Community,Wrong-way driving,NHTSA-derived,coarse,normal,0,0,1,,,,,,,,,
NHTSA_WWD_0030,w/o Community,Wrong-way driving,NHTSA-derived,coarse,normal,0,0,1,,,,,,,,,
SYNTH_WWD_0016,w/o Community,Wrong-way driving,synthetic-topology-extension,fine,normal,0,0,1,,,,,,,,,
NHTSA_WWD_0067,w/o Community,Wrong-way driving,NHTSA-derived,coarse,normal,0,0,1,,,,,,,,,
NHTSA_WWD_0073,w/o Community,Wrong-way driving,NHTSA-derived,coarse,normal,0,0,1,,,,,,,,,
NHTSA_ILC_0036,w/o Community,Illegal lane change,NHTSA-derived,fine,normal,1,1,1,1,1,1,1,1,1,1,0,0.9600000000000001
SYNTH_ILC_0003,w/o Community,Illegal lane change,synthetic-topology-extension,fine,normal,1,1,0,0,0,0,0,0,1,1,0,0.22
SYNTH_ILC_0010,w/o Community,Illegal lane change,synthetic-topology-extension,fine,normal,1,0,1,1,1,1,1,1,1,1,0,0.9600000000000001
SYNTH_ILC_0019,w/o Community,Illegal lane change,synthetic-topology-extension,fine,normal,1,1,0,0,0,0,0,0,1,1,0,0.22
NHTSA_ILC_0025,w/o Community,Illegal lane change,NHTSA-derived,fine,normal,0,0,1,,,,,,,,,
NHTSA_ILC_0042,w/o Community,Illegal lane change,NHTSA-derived,coarse,normal,0,0,0,,,,,,,,,
SYNTH_ILC_0017,w/o Community,Illegal lane change,synthetic-topology-extension,fine,normal,1,0,1,1,1,1,1,1,1,1,0,0.9600000000000001
SYNTH_ILC_0005,w/o Community,Illegal lane change,synthetic-topology-extension,fine,normal,0,0,1,,,,,,,,,
SYNTH_ILC_0013,w/o Community,Illegal lane change,synthetic-topology-extension,fine,normal,0,0,1,,,,,,,,,
NHTSA_ILC_0027,w/o Community,Illegal lane change,NHTSA-derived,fine,normal,0,0,1,,,,,,,,,
NHTSA_ILC_0011,w/o Community,Illegal lane change,NHTSA-derived,fine,normal,1,0,0,0,0,0,0,0,1,1,0,0.22
NHTSA_ILC_0013,w/o Community,Illegal lane change,NHTSA-derived,fine,normal,1,0,1,1,1,1,1,1,1,1,0,0.9600000000000001
NHTSA_ILC_0034,w/o Community,Illegal lane change,NHTSA-derived,fine,normal,1,1,0,1,1,1,0,1,1,1,0,0.78
NHTSA_ILC_0037,w/o Community,Illegal lane change,NHTSA-derived,fine,normal,0,0,1,,,,,,,,,
SYNTH_ILC_0009,w/o Community,Illegal lane change,synthetic-topology-extension,fine,normal,1,0,1,1,1,1,1,1,1,1,0,0.9600000000000001
NHTSA_ILC_0023,w/o Community,Illegal lane change,NHTSA-derived,fine,fallback,0,0,1,,,,,,,,,
SYNTH_ILC_0001,w/o Community,Illegal lane change,synthetic-topology-extension,fine,normal,1,0,1,1,1,1,1,1,1,1,0,0.9600000000000001
NHTSA_ILC_0030,w/o Community,Illegal lane change,NHTSA-derived,fine,normal,0,0,0,,,,,,,,,
SYNTH_ILC_0016,w/o Community,Illegal lane change,synthetic-topology-extension,fine,normal,1,1,0,1,0,0,1,1,1,1,0,0.7
NHTSA_ILC_0040,w/o Community,Illegal lane change,NHTSA-derived,fine,normal,0,0,1,,,,,,,,,
NHTSA_ILC_0017,w/o Community,Illegal lane change,NHTSA-derived,fine,normal,0,0,1,,,,,,,,,
NHTSA_ILC_0049,w/o Community,Illegal lane change,NHTSA-derived,coarse,normal,0,0,1,,,,,,,,,
NHTSA_ILC_0051,w/o Community,Illegal lane change,NHTSA-derived,coarse,normal,1,1,0,0,0,0,0,0,1,1,0,0.22
NHTSA_ILC_0028,w/o Community,Illegal lane change,NHTSA-derived,fine,normal,0,0,0,,,,,,,,,
NHTSA_ILC_0047,w/o Community,Illegal lane change,NHTSA-derived,coarse,normal,0,0,0,,,,,,,,,
NHTSA_ILC_0043,w/o Community,Illegal lane change,NHTSA-derived,coarse,normal,1,1,1,1,1,1,1,1,1,1,0,0.9600000000000001
NHTSA_ILC_0020,w/o Community,Illegal lane change,NHTSA-derived,fine,normal,0,0,1,,,,,,,,,
SYNTH_ILC_0011,w/o Community,Illegal lane change,synthetic-topology-extension,fine,normal,0,0,1,,,,,,,,,
SYNTH_ILC_0012,w/o Community,Illegal lane change,synthetic-topology-extension,fine,normal,0,0,1,,,,,,,,,
NHTSA_ILC_0009,w/o Community,Illegal lane change,NHTSA-derived,fine,normal,0,0,1,,,,,,,,,
NHTSA_ILC_0033,w/o Community,Illegal lane change,NHTSA-derived,fine,normal,1,1,1,1,1,1,1,1,1,1,0,0.9600000000000001
NHTSA_ILC_0018,w/o Community,Illegal lane change,NHTSA-derived,fine,normal,0,0,1,,,,,,,,,
NHTSA_ILC_0053,w/o Community,Illegal lane change,NHTSA-derived,coarse,normal,1,0,1,1,1,1,1,1,1,1,0,0.9600000000000001
NHTSA_ILC_0050,w/o Community,Illegal lane change,NHTSA-derived,coarse,normal,0,0,1,,,,,,,,,
SYNTH_ILC_0008,w/o Community,Illegal lane change,synthetic-topology-extension,fine,normal,1,1,1,1,1,1,1,1,1,1,0,0.9600000000000001
SYNTH_ILC_0002,w/o Community,Illegal lane change,synthetic-topology-extension,fine,normal,0,0,1,,,,,,,,,
NHTSA_ILC_0003,w/o Community,Illegal lane change,NHTSA-derived,fine,fallback,1,1,0,0,0,0,0,0,1,1,0,0.22
NHTSA_ILC_0046,w/o Community,Illegal lane change,NHTSA-derived,coarse,normal,1,1,1,1,1,1,1,1,1,1,0,0.9600000000000001
NHTSA_ILC_0004,w/o Community,Illegal lane change,NHTSA-derived,fine,normal,0,0,1,,,,,,,,,
NHTSA_ILC_0054,w/o Community,Illegal lane change,NHTSA-derived,coarse,normal,1,0,1,1,1,1,1,1,1,1,0,0.9600000000000001
NHTSA_ILC_0029,w/o Community,Illegal lane change,NHTSA-derived,fine,normal,1,0,1,1,1,1,1,1,1,1,0,0.9600000000000001
NHTSA_ILC_0005,w/o Community,Illegal lane change,NHTSA-derived,fine,normal,0,0,1,,,,,,,,,
SYNTH_ILC_0006,w/o Community,Illegal lane change,synthetic-topology-extension,fine,normal,0,0,1,,,,,,,,,
NHTSA_ILC_0002,w/o Community,Illegal lane change,NHTSA-derived,fine,normal,1,1,0,1,1,1,1,1,1,1,0,0.9600000000000001
NHTSA_ILC_0019,w/o Community,Illegal lane change,NHTSA-derived,fine,normal,1,0,0,0,0,0,0,0,1,1,0,0.22
SYNTH_ILC_0004,w/o Community,Illegal lane change,synthetic-topology-extension,fine,normal,1,0,1,1,1,1,1,1,1,1,0,0.9600000000000001
NHTSA_ILC_0006,w/o Community,Illegal lane change,NHTSA-derived,fine,normal,0,0,0,,,,,,,,,
NHTSA_ILC_0012,w/o Community,Illegal lane change,NHTSA-derived,fine,normal,1,1,1,1,1,1,1,1,1,1,0,0.9600000000000001
SYNTH_ILC_0022,w/o Community,Illegal lane change,synthetic-topology-extension,fine,normal,1,0,0,0,0,0,0,0,1,1,0,0.22
NHTSA_ILC_0010,w/o Community,Illegal lane change,NHTSA-derived,fine,normal,0,0,0,,,,,,,,,
NHTSA_ILC_0014,w/o Community,Illegal lane change,NHTSA-derived,fine,normal,0,0,0,,,,,,,,,
SYNTH_ILC_0014,w/o Community,Illegal lane change,synthetic-topology-extension,fine,normal,1,0,1,1,1,1,1,1,1,1,0,0.9600000000000001
NHTSA_ILC_0055,w/o Community,Illegal lane change,NHTSA-derived,coarse,normal,0,0,1,,,,,,,,,
NHTSA_ILC_0026,w/o Community,Illegal lane change,NHTSA-derived,fine,normal,0,0,1,,,,,,,,,
NHTSA_ILC_0007,w/o Community,Illegal lane change,NHTSA-derived,fine,normal,1,1,1,1,1,1,1,1,1,1,0,0.9600000000000001
NHTSA_ILC_0052,w/o Community,Illegal lane change,NHTSA-derived,coarse,normal,1,0,1,1,1,1,1,1,1,1,0,0.9600000000000001
NHTSA_ILC_0022,w/o Community,Illegal lane change,NHTSA-derived,fine,normal,1,1,1,1,1,1,1,1,1,1,0,0.9600000000000001
NHTSA_ILC_0032,w/o Community,Illegal lane change,NHTSA-derived,fine,fallback,0,0,0,,,,,,,,,
NHTSA_ILC_0048,w/o Community,Illegal lane change,NHTSA-derived,coarse,normal,0,0,1,,,,,,,,,
NHTSA_ILC_0031,w/o Community,Illegal lane change,NHTSA-derived,fine,normal,1,1,0,1,1,1,1,1,1,1,0,0.9600000000000001
NHTSA_IOT_0048,w/o Community,Illegal overtaking,NHTSA-derived,coarse,normal,1,0,0,0,0,0,0,0,1,1,0,0.22
NHTSA_IOT_0027,w/o Community,Illegal overtaking,NHTSA-derived,fine,normal,0,0,0,,,,,,,,,
NHTSA_IOT_0043,w/o Community,Illegal overtaking,NHTSA-derived,fine,normal,1,1,1,1,1,1,1,1,1,1,0,0.9600000000000001
SYNTH_IOT_0002,w/o Community,Illegal overtaking,synthetic-topology-extension,fine,normal,1,1,1,1,1,1,1,1,1,1,0,0.9600000000000001
NHTSA_IOT_0011,w/o Community,Illegal overtaking,NHTSA-derived,fine,normal,1,1,1,1,1,1,1,1,1,1,0,0.9600000000000001
NHTSA_IOT_0031,w/o Community,Illegal overtaking,NHTSA-derived,fine,normal,1,0,0,0,0,0,0,0,1,1,0,0.22
NHTSA_IOT_0038,w/o Community,Illegal overtaking,NHTSA-derived,fine,normal,1,0,1,1,1,1,1,1,1,1,0,0.9600000000000001
NHTSA_IOT_0034,w/o Community,Illegal overtaking,NHTSA-derived,fine,normal,1,1,1,1,1,1,1,1,1,1,0,0.9600000000000001
NHTSA_IOT_0047,w/o Community,Illegal overtaking,NHTSA-derived,coarse,normal,1,0,1,1,1,1,1,1,1,1,0,0.9600000000000001
NHTSA_IOT_0023,w/o Community,Illegal overtaking,NHTSA-derived,fine,normal,0,0,0,,,,,,,,,
NHTSA_IOT_0002,w/o Community,Illegal overtaking,NHTSA-derived,fine,normal,0,0,1,,,,,,,,,
SYNTH_IOT_0004,w/o Community,Illegal overtaking,synthetic-topology-extension,fine,normal,1,0,1,1,1,1,1,1,1,1,0,0.9600000000000001
NHTSA_IOT_0006,w/o Community,Illegal overtaking,NHTSA-derived,fine,normal,1,1,1,1,1,1,1,1,1,1,0,0.9600000000000001
SYNTH_IOT_0015,w/o Community,Illegal overtaking,synthetic-topology-extension,fine,normal,0,0,1,,,,,,,,,
SYNTH_IOT_0014,w/o Community,Illegal overtaking,synthetic-topology-extension,fine,normal,1,1,1,1,1,1,1,1,1,1,0,0.9600000000000001
SYNTH_IOT_0012,w/o Community,Illegal overtaking,synthetic-topology-extension,fine,normal,1,0,1,1,1,1,1,1,1,1,0,0.9600000000000001
NHTSA_IOT_0017,w/o Community,Illegal overtaking,NHTSA-derived,fine,normal,0,0,1,,,,,,,,,
NHTSA_IOT_0005,w/o Community,Illegal overtaking,NHTSA-derived,fine,normal,0,0,1,,,,,,,,,
NHTSA_IOT_0004,w/o Community,Illegal overtaking,NHTSA-derived,fine,fallback,0,0,1,,,,,,,,,
